"method","R0_value","mean_rt_overall","median_rt_overall","sd_rt","bias","abs_bias","rmse"
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",1.5,1.19904931846412,1.13235660041942,0.609501590941565,-0.300950681535883,0.300950681535883,0.675469419454691
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",2,0.859440989812529,0.414303251425788,0.783060003918236,-1.14055901018747,1.14055901018747,1.38002784086196
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",3,0.421935485908886,0.108297153243582,0.656495529082405,-2.57806451409111,2.57806451409111,2.65907293174485
"ABM",5,0.0911230337431571,0.0267188197748452,0.232590767247778,-4.90887696625684,4.90887696625684,4.91429814381872
"ABM",5,0.0911230337431571,0.0267188197748452,0.232590767247778,-4.90887696625684,4.90887696625684,4.91429814381872
"ABM",5,0.0911230337431571,0.0267188197748452,0.232590767247778,-4.90887696625684,4.90887696625684,4.91429814381872
"ABM",5,0.0911230337431571,0.0267188197748452,0.232590767247778,-4.90887696625684,4.90887696625684,4.91429814381872
"ABM",5,0.0911230337431571,0.0267188197748452,0.232590767247778,-4.90887696625684,4.90887696625684,4.91429814381872
